acid,PRR1.461592
PI594739A,1
PI594740C,1
PI594751A,1
PI594751B,1
PI594751C,1
PI594756,1
PI594759A,1
PI594759B,1
PI594759D,1
PI594766,1
PI594792B,1
PI594796,1
PI594797,1
PI594799B,1
PI594801B,1
PI594802A,1
PI594803B,1
PI594807B,1
PI594812,1
PI594816,1
PI594831,1
PI594835B,1
PI594842,1
PI594843,1
PI594847,1
PI594859,1
PI594861,1
PI594866,1
PI594867,1
PI594870,1
PI594872,1
PI594882B,1
PI594883,1
PI594888,1
PI594889,1
PI594397A,1
PI594399A,1
PI594411,1
PI594413,1
PI594417,1
PI594421,1
PI594437,1
PI594492A,1
PI594492B,1
PI594576,1
PI594651,1
PI594640,1
PI594641,1
PI594642,1
PI594643,1
PI594803A,1
PI594429,1
PI594573,1
PI594770B,1
PI594792A,1
PI594418A,5
PI594418C,5
PI594418E,5
PI594420,5
PI594427C,5
PI594430A,5
PI594430B,5
PI594430C,5
PI594431,5
PI594432,5
PI594433A,5
PI594433B,5
PI594433C,5
PI594434,5
PI594436,5
PI594438,5
PI594439B,5
PI594440,5
PI594442A,5
PI594444B,5
PI594446,5
PI594449,5
PI594450,5
PI594452,5
PI594453,5
PI594454A,5
PI594454B,5
PI594458A,5
PI594458B,5
PI594461B,5
PI594463B,5
PI594466,5
PI594469A,5
PI594470A,5
PI594470B,5
PI594471B,5
PI594471C,5
PI594471D,5
PI594471E,5
PI594473,5
PI594475A,5
PI594477,5
PI594478,5
PI594480A,5
PI594480C,5
PI594481,5
PI594488,5
PI594489,5
PI594494A,5
PI594494B,5
PI594495,5
PI594496,5
PI594501B,5
PI594505B,5
PI594507,5
PI594509A,5
PI594510A,5
PI594512B,5
PI594512D,5
PI594551,5
PI594568B,5
PI594580,5
PI594581,5
PI594583,5
PI594584,5
PI594586B,5
PI594594,5
PI594602,5
PI594605A,5
PI594605B,5
PI594608A,5
PI594608B,5
PI594610,5
PI594614B,5
PI594617,5
PI594620,5
PI594622,5
PI594623,5
PI594625,5
PI594626,5
PI594627B,5
PI594628,5
PI594629,5
PI594632,5
PI594633,5
PI594634,5
PI594635A,5
PI594638A,5
PI594638B,5
PI594650A,5
PI594650B,5
PI594654,5
PI594659A,5
PI594664,5
PI594668,5
PI594669,5
PI594670B,5
PI594670C,5
PI594670D,5
PI594671,5
PI594672,5
PI594673,5
PI594674A,5
PI594674B,5
PI594674C,5
PI594675,5
PI594676,5
PI594677,5
PI594679,5
PI594683A,5
PI594685B,5
PI594687,5
PI594692,5
PI594693B,5
PI594698,5
PI594699,5
PI594700A,5
PI594700B,5
PI594701,5
PI594702,5
PI594704,5
PI594705,5
PI594706,5
PI594707,5
PI594708B,5
PI594710,5
PI594711A,5
PI594711B,5
PI594717A,5
PI594719,5
PI594736,5
PI594738A,5
PI594738B,5
PI594739B,5
PI594740A,5
PI594753C,5
PI594758A,5
PI594759C,5
PI594761,5
PI594774,5
PI594776,5
PI594779,5
PI594780,5
PI594781,5
PI594782,5
PI594784A,5
PI594790A,5
PI594791,5
PI594794A,5
PI594795,5
PI594798,5
PI594799A,5
PI594801A,5
PI594802B,5
PI594802C,5
PI594805A,5
PI594805B,5
PI594807A,5
PI594809A,5
PI594809B,5
PI594810A,5
PI594810B,5
PI594814,5
PI594817,5
PI594819,5
PI594820B,5
PI594820C,5
PI594821A,5
PI594823,5
PI594825,5
PI594826A,5
PI594828A,5
PI594828B,5
PI594829,5
PI594832A,5
PI594832B,5
PI594833,5
PI594834A,5
PI594834B,5
PI594835A,5
PI594836,5
PI594839A,5
PI594854,5
PI594857,5
PI594858A,5
PI594858B,5
PI594860,5
PI594862,5
PI594873,5
PI594874,5
PI594875A,5
PI594875B,5
PI594877,5
PI594878,5
PI594879,5
PI594880,5
PI594884,5
PI594885A,5
PI594890,5
PI594430E,5
PI594490,5
PI594644A,5
PI594885B,5
PI594418D,5
PI594790C,5
PI594794B,5
PI594802D,5
PI594846,5
