acid,PRR3.492577
PI567381B,5
PI567382B,5
PI567382C,5
PI567390,5
PI567392,5
PI567396C,5
PI567396D,5
PI567406B,5
PI567407,5
PI567409A,5
PI567409B,5
PI567411,5
PI567412,5
PI567413,5
PI567417B,5
PI567441C,5
PI567447D,5
PI567568B,5
PI567648A,5
PI567657,5
PI567667C,5
PI567286,5
PI567284,5
PI567287,5
PI567336B,5
PI567296A,5
PI567301A,5
PI567306A,5
PI567321A,5
PI567348,5
PI567351B,5
PI567352A,5
PI567352B,5
PI567353,5
PI567428,5
PI567296C,5
PI567344A,5
PI567396B,5
PI567602D,5
PI567290B,5
PI567299B,5
PI567346,5
PI567292,5
PI567332,5
PI567336C,5
PI567350A,5
PI567352C,5
PI567356,5
PI567377A,5
PI567382A,5
PI567386,5
PI567406A,5
PI567451,5
PI567285,5
PI567698A,5
PI567765A,5
PI567775A,5
PI567760,5
PI567765B,5
PI567765C,5
PI567765D,5
PI567771A,5
PI567771B,5
PI567771C,5
PI567771D,5
PI567771E,5
PI567748,5
PI567778,5
PI567775B,5
PI567779A,5
PI567779B,5
PI567747,5
PI567757,5
PI567349B,5
PI567385,5
PI567295,5
PI567345,5
PI567350B,5
PI567383,5
PI567391,5
PI567410A,5
PI567410B,5
PI567410C,5
PI567650D,5
PI567670,5
PI567680,5
PI567682A,5
PI567682B,5
PI567744C,5
PI567755C,5
PI567779C,5
