acid,SCN5.491577,SCN5code.491577
PI423879,5,4.699999809
PI423900,5,4.900000095
PI423905,5,5
PI423918,5,5
PI423969,5,5
PI423978,5,5
PI438280,5,5
PI424433,5,5
PI417473,5,5
PI417220,5,5
PI424182B,5,4
PI417376,5,4.800000191
PI423755,5,5
PI424164B,5,5
PI424464,5,5
PI458243,5,5
PI417427,5,5
PI423898,5,4.5
PI423925,5,5
PI424456,5,5
PI423986,5,5
PI424139,5,5
PI417194,5,4.800000191
PI438431,5,4.800000191
PI423780,5,5
PI424147,5,5
PI424157B,5,5
PI424172B,5,5
PI424442,5,4.699999809
PI424461,5,5
PI458122,5,5
PI417011,5,4.599999905
PI423895,5,5
PI423965,5,5
PI424156B,5,5
PI423907,5,5
PI416903,5,4.699999809
PI417469,5,5
PI437726,5,4.699999809
PI408109B,5,4.5
PI408254,5,5
PI408257,5,4.5
PI423861,5,5
PI424146,5,5
PI424174,5,5
PI424182C,5,5
PI424434,5,5
PI438430,5,4.400000095
PI442014,5,5
PI416848,5,4.300000191
PI416925,5,5
PI423921,5,4.900000095
PI424185,5,5
PI438426,5,5
PI494851,5,4.900000095
PI424534,5,5
PI476904,5,5
PI408265C,5,4.599999905
PI423849,5,5
PI398853,5,4.5
PI398978,5,4.800000191
PI399087,5,4.599999905
PI399088,5,4.699999809
PI399090,5,4.800000191
PI407964,5,4.800000191
PI407967,5,5
PI407997,5,5
PI408007,5,5
PI408092C,5,4.599999905
PI424145,5,5
PI424478,5,5
PI438347,5,4.199999809
PI468970,5,4
PI468971,5,4.5
PI471903,5,4.599999905
PI476897,5,4
PI476926,5,4.199999809
PI398966,5,5
PI398983,5,4.699999809
PI416796,5,4.400000095
PI416876,5,4.800000191
PI416907,5,4.900000095
PI416922,5,4.699999809
PI417038,5,4.699999809
PI494181,5,4.800000191
PI427241,5,5
PI417357,5,4.900000095
PI476933,5,4.099999905
PI476888,5,4.5
PI471931,5,5
PI476890,5,5
PI438343,5,4.199999809
PI417224,5,5
PI458096,5,4.599999905
PI407946-1,5,4.699999809
PI442003A,5,5
PI442009A,5,5
PI458073,5,4.800000191
PI458146,5,4
PI458192,5,5
PI458256,5,4.800000191
PI458289,5,5
PI468965,5,5
PI476889,5,4.800000191
PI417477,5,5
PI476892,5,4.800000191
PI438440-1,5,4.900000095
PI424137A,5,5
PI436565,5,4.800000191
PI437126B,5,5
PI437126C,5,5
PI438306,5,5
PI476895,5,4.300000191
PI486330,5,4.400000095
PI438440-2,5,4.599999905
PI471934,5,5
PI424170,5,5
PI468967,5,4.900000095
PI476891,5,5
PI495019,5,4.5
PI429330,5,5
PI417267,5,4.900000095
PI407868C,5,5
PI424156C,5,5
PI424182A,5,5
PI462312,5,5
PI471935,5,5
PI417405,5,4.800000191
PI436563,5,5
PI471933,5,4.800000191
PI458278B,5,4.5
PI471938,5,4
PI471942,5,5
PI476917,5,4.699999809
PI476920,5,4.800000191
PI476931,5,4.300000191
PI458292,5,5
PI437670,5,4.800000191
PI471936,5,5
PI438293,5,5
PI438344,5,5
PI458025,5,4.699999809
PI458044,5,4.5
PI476884,5,5
PI374170,5,4
PI438302B,5,4.800000191
PI436566,5,5
PI437668,5,5
PI437696,5,5
PI441378,5,5
PI458100,5,4.400000095
PI458102,5,4.699999809
PI458107,5,4.300000191
PI458172B,5,4.699999809
PI458186,5,4.699999809
PI458214,5,5
PI458236B,5,4.400000095
PI458253,5,5
PI458260,5,4.800000191
PI458265,5,5
PI458267,5,5
PI458271,5,4.900000095
PI458279,5,5
PI458281B,5,4.300000191
PI458284,5,5
PI458285,5,4.699999809
PI458291,5,5
PI458297,5,5
PI458305,5,5
PI458306B,5,4.199999809
PI476898,5,5
PI476919,5,5
PI476921,5,4.599999905
PI476924,5,4.400000095
PI374185,5,5
PI407781C,5,4.599999905
PI407839-2,5,4.400000095
PI407872B,5,4.900000095
PI407898B,5,4.800000191
PI407937-2,5,5
PI408067B,5,4.099999905
PI408332B,5,4.800000191
PI424136,5,4.900000095
PI424138,5,5
PI424141A,5,4.800000191
PI424141B,5,5
PI424144,5,5
PI424156D,5,4.900000095
PI424176,5,4.199999809
PI424178A,5,4.300000191
PI424178B,5,5
PI424183,5,4.400000095
PI424186,5,5
PI424187,5,5
PI424616,5,4.599999905
PI427276,5,5
PI429328,5,5
PI430626,5,4.800000191
PI434981,5,5
PI434982,5,4.800000191
PI436568,5,4.699999809
PI437562,5,5
PI437586C,5,4.800000191
PI437671,5,5
PI437717,5,4.599999905
PI437719,5,5
PI437813,5,4.599999905
PI438297,5,4.900000095
PI438425,5,5
PI441353,5,4.5
PI441355,5,4.5
PI441359,5,4.800000191
PI441380,5,4.599999905
PI441381,5,4.599999905
PI442009B,5,4.800000191
PI442017,5,4.800000191
PI458027,5,4.699999809
PI458032,5,5
PI458033,5,4.699999809
PI458045B,5,4.800000191
PI458048,5,5
PI458054,5,4.199999809
PI458069,5,4.800000191
PI458070C,5,4.900000095
PI458070D,5,4.900000095
PI458072B,5,4.699999809
PI458076,5,4.400000095
PI458081,5,4
PI458083,5,4.800000191
PI458091,5,4.300000191
PI458092,5,4.900000095
PI458093,5,4.699999809
PI458094,5,4.400000095
PI458097,5,4.699999809
PI458099,5,4.699999809
PI458124,5,4.5
PI458126,5,4.099999905
PI458127,5,4.300000191
PI458128,5,4.800000191
PI458143,5,5
PI458150A,5,4.599999905
PI458150B,5,4.800000191
PI458150C,5,4.699999809
PI458153,5,5
PI458154,5,4.400000095
PI458161,5,4.099999905
PI458162,5,4.199999809
PI458164,5,4.400000095
PI458167,5,4.5
PI458170,5,4.300000191
PI458173,5,4.5
PI458174,5,4.599999905
PI458180,5,4.900000095
PI458182,5,4.300000191
PI458183,5,4.599999905
PI458185,5,4.699999809
PI458193,5,5
PI458196,5,5
PI458200,5,5
PI458215,5,5
PI458219,5,5
PI458225,5,5
PI458230B,5,5
PI458239,5,4.699999809
PI458245,5,5
PI458250,5,4.800000191
PI458258,5,5
PI458263,5,5
PI458264,5,5
PI458268,5,5
PI458270,5,5
PI458272,5,5
PI458274,5,5
PI458275,5,5
PI458281A,5,4.599999905
PI458293,5,4.699999809
PI458300,5,4.300000191
PI464933,5,5
PI468131,5,5
PI471932,5,5
PI471941,5,5
PI476879,5,5
PI476883,5,5
PI476894,5,4.900000095
PI476896,5,4.800000191
PI476901,5,4.699999809
PI476908,5,4.699999809
PI476910,5,4.199999809
PI476912,5,4.400000095
PI476913,5,5
PI476915,5,4.199999809
PI476929,5,4.199999809
PI476932,5,4.199999809
PI483083,5,4.699999809
PI494752,5,5
PI437586B,5,4.900000095
PI416933,5,4.699999809
PI417256,5,4.800000191
PI417310,5,5
PI417330,5,5
PI417378,5,4.900000095
PI417421,5,5
PI423970,5,5
PI430600B,5,4.800000191
PI437734,5,5
PI438294,5,5
PI458028,5,4.5
PI458059,5,4.300000191
PI468130,5,5
PI424166,5,4
PI481691,5,4.300000191
